backend,variant,nlev,nproma,cell_dist,parallelization,run_id,time_ms
cpu,2,90,81920,uniform,omp_collapse2,53,0.633804000
cpu,2,90,81920,uniform,omp_collapse2,54,0.652974000
cpu,2,90,81920,uniform,omp_collapse2,55,0.660414000
cpu,2,90,81920,uniform,omp_collapse2,56,0.626394000
cpu,2,90,81920,uniform,omp_collapse2,57,0.628733000
cpu,2,90,81920,uniform,omp_collapse2,58,0.701084000
cpu,2,90,81920,uniform,omp_collapse2,59,0.668664000
cpu,2,90,81920,uniform,omp_collapse2,60,0.637764000
cpu,2,90,81920,uniform,omp_collapse2,61,0.632164000
cpu,2,90,81920,uniform,omp_collapse2,62,0.642503000
cpu,2,90,81920,uniform,omp_collapse2,63,0.626953000
cpu,2,90,81920,uniform,omp_collapse2,64,0.635733000
cpu,2,90,81920,uniform,omp_collapse2,65,0.663734000
cpu,2,90,81920,uniform,omp_collapse2,66,0.616494000
cpu,2,90,81920,uniform,omp_collapse2,67,0.632183000
cpu,2,90,81920,uniform,omp_collapse2,68,0.632054000
cpu,2,90,81920,uniform,omp_collapse2,69,0.671604000
cpu,2,90,81920,uniform,omp_collapse2,70,0.640014000
cpu,2,90,81920,uniform,omp_collapse2,71,0.627574000
cpu,2,90,81920,uniform,omp_collapse2,72,0.711935000
cpu,2,90,81920,uniform,omp_collapse2,73,0.706894000
cpu,2,90,81920,uniform,omp_collapse2,74,0.657063000
cpu,2,90,81920,uniform,omp_collapse2,75,0.624543000
cpu,2,90,81920,uniform,omp_collapse2,76,0.658244000
cpu,2,90,81920,uniform,omp_collapse2,77,0.625794000
cpu,2,90,81920,uniform,omp_collapse2,78,0.623813000
cpu,2,90,81920,uniform,omp_collapse2,79,0.618394000
cpu,2,90,81920,uniform,omp_collapse2,80,0.631443000
cpu,2,90,81920,uniform,omp_collapse2,81,0.622404000
cpu,2,90,81920,uniform,omp_collapse2,82,0.646304000
cpu,2,90,81920,uniform,omp_collapse2,83,0.673234000
cpu,2,90,81920,uniform,omp_collapse2,84,0.644114000
cpu,2,90,81920,uniform,omp_collapse2,85,0.616703000
cpu,2,90,81920,uniform,omp_collapse2,86,0.626013000
cpu,2,90,81920,uniform,omp_collapse2,87,0.666944000
cpu,2,90,81920,uniform,omp_collapse2,88,0.628063000
cpu,2,90,81920,uniform,omp_collapse2,89,0.630394000
cpu,2,90,81920,uniform,omp_collapse2,90,0.621043000
cpu,2,90,81920,uniform,omp_collapse2,91,0.669844000
cpu,2,90,81920,uniform,omp_collapse2,92,0.641004000
cpu,2,90,81920,uniform,omp_collapse2,93,0.631183000
cpu,2,90,81920,uniform,omp_collapse2,94,0.665694000
cpu,2,90,81920,uniform,omp_collapse2,95,0.671414000
cpu,2,90,81920,uniform,omp_collapse2,96,0.631703000
cpu,2,90,81920,uniform,omp_collapse2,97,0.635263000
cpu,2,90,81920,uniform,omp_collapse2,98,0.649004000
cpu,2,90,81920,uniform,omp_collapse2,99,0.612954000
cpu,3,90,81920,uniform,omp_for,0,0.876395000
cpu,3,90,81920,uniform,omp_for,1,0.873045000
cpu,3,90,81920,uniform,omp_for,2,0.838574000
cpu,3,90,81920,uniform,omp_for,3,0.811894000
cpu,3,90,81920,uniform,omp_for,4,0.774865000
cpu,3,90,81920,uniform,omp_for,5,0.809555000
cpu,3,90,81920,uniform,omp_for,6,0.789535000
cpu,3,90,81920,uniform,omp_for,7,0.804105000
cpu,3,90,81920,uniform,omp_for,8,0.894315000
cpu,3,90,81920,uniform,omp_for,9,0.912945000
cpu,3,90,81920,uniform,omp_for,10,0.869814000
cpu,3,90,81920,uniform,omp_for,11,0.824964000
cpu,3,90,81920,uniform,omp_for,12,0.815184000
cpu,3,90,81920,uniform,omp_for,13,0.796244000
cpu,3,90,81920,uniform,omp_for,14,0.762325000
cpu,3,90,81920,uniform,omp_for,15,0.812185000
cpu,3,90,81920,uniform,omp_for,16,0.762985000
cpu,3,90,81920,uniform,omp_for,17,0.756214000
cpu,3,90,81920,uniform,omp_for,18,0.852524000
cpu,3,90,81920,uniform,omp_for,19,0.791035000
cpu,3,90,81920,uniform,omp_for,20,0.760314000
cpu,3,90,81920,uniform,omp_for,21,0.782295000
cpu,3,90,81920,uniform,omp_for,22,0.745195000
cpu,3,90,81920,uniform,omp_for,23,0.748745000
cpu,3,90,81920,uniform,omp_for,24,0.768175000
