backend,variant,nlev,nproma,cell_dist,parallelization,run_id,time_ms
cpu,3,90,81920,uniform,omp_for,37,0.319159000
cpu,3,90,81920,uniform,omp_for,38,0.445010000
cpu,3,90,81920,uniform,omp_for,39,0.383476000
cpu,3,90,81920,uniform,omp_for,40,0.361205000
cpu,3,90,81920,uniform,omp_for,41,0.368181000
cpu,3,90,81920,uniform,omp_for,42,0.471762000
cpu,3,90,81920,uniform,omp_for,43,0.355604000
cpu,3,90,81920,uniform,omp_for,44,0.353365000
cpu,3,90,81920,uniform,omp_for,45,0.320086000
cpu,3,90,81920,uniform,omp_for,46,0.331382000
cpu,3,90,81920,uniform,omp_for,47,0.476689000
cpu,3,90,81920,uniform,omp_for,48,0.319639000
cpu,3,90,81920,uniform,omp_for,49,0.384308000
cpu,3,90,81920,uniform,omp_for,50,0.347797000
cpu,3,90,81920,uniform,omp_for,51,0.373332000
cpu,3,90,81920,uniform,omp_for,52,0.364436000
cpu,3,90,81920,uniform,omp_for,53,0.424627000
cpu,3,90,81920,uniform,omp_for,54,0.382484000
cpu,3,90,81920,uniform,omp_for,55,0.418867000
cpu,3,90,81920,uniform,omp_for,56,0.340598000
cpu,3,90,81920,uniform,omp_for,57,0.418771000
cpu,3,90,81920,uniform,omp_for,58,0.480401000
cpu,3,90,81920,uniform,omp_for,59,0.366517000
cpu,3,90,81920,uniform,omp_for,60,0.375508000
cpu,3,90,81920,uniform,omp_for,61,0.387092000
cpu,3,90,81920,uniform,omp_for,62,0.343350000
cpu,3,90,81920,uniform,omp_for,63,0.327126000
cpu,3,90,81920,uniform,omp_for,64,0.390035000
cpu,3,90,81920,uniform,omp_for,65,0.324086000
cpu,3,90,81920,uniform,omp_for,66,0.333558000
cpu,3,90,81920,uniform,omp_for,67,0.400787000
cpu,3,90,81920,uniform,omp_for,68,0.458802000
cpu,3,90,81920,uniform,omp_for,69,0.361365000
cpu,3,90,81920,uniform,omp_for,70,0.352885000
cpu,3,90,81920,uniform,omp_for,71,0.361493000
cpu,3,90,81920,uniform,omp_for,72,0.398676000
