device,layout,run,ms,gbps
CPU,SoA,22,6.251097,687.07
CPU,SoA,23,6.239891,688.31
CPU,SoA,24,6.649971,645.86
CPU,SoA,25,6.256104,686.52
CPU,SoA,26,9.037971,475.21
CPU,SoA,27,6.253958,686.76
CPU,SoA,28,6.262064,685.87
CPU,SoA,29,6.267071,685.32
CPU,SoA,30,6.247997,687.42
CPU,SoA,31,6.255865,686.55
CPU,SoA,32,6.256104,686.52
CPU,SoA,33,6.254911,686.66
CPU,SoA,34,6.242037,688.07
CPU,SoA,35,6.282091,683.68
CPU,SoA,36,7.549047,568.94
CPU,SoA,37,7.312775,587.32
CPU,SoA,38,6.417990,669.21
CPU,SoA,39,6.251097,687.07
CPU,SoA,40,6.257057,686.42
CPU,SoA,41,6.278038,684.13
CPU,SoA,42,6.242037,688.07
CPU,SoA,43,8.601904,499.30
CPU,SoA,44,6.274939,684.46
CPU,SoA,45,6.235123,688.83
CPU,SoA,46,6.249905,687.21
CPU,SoA,47,6.252050,686.97
CPU,SoA,48,6.278038,684.13
CPU,SoA,49,6.756067,635.72
CPU,SoA,50,6.360054,675.30
CPU,SoA,51,7.293940,588.84
CPU,SoA,52,6.278038,684.13
CPU,SoA,53,6.910086,621.55
CPU,SoA,54,6.459951,664.86
CPU,SoA,55,6.418943,669.11
CPU,SoA,56,7.054090,608.86
CPU,SoA,57,6.242990,687.97
CPU,SoA,58,6.223917,690.07
CPU,SoA,59,8.753061,490.68
CPU,SoA,60,6.223917,690.07
CPU,SoA,61,6.247044,687.52
CPU,SoA,62,6.479979,662.81
CPU,SoA,63,6.254196,686.73
CPU,SoA,64,6.228924,689.52
CPU,SoA,65,6.253004,686.86
CPU,SoA,66,6.239891,688.31
CPU,SoA,67,6.256104,686.52
CPU,SoA,68,6.237984,688.52
CPU,SoA,69,6.253004,686.86
CPU,SoA,70,8.413076,510.51
CPU,SoA,71,6.270885,684.91
CPU,SoA,72,6.206036,692.06
CPU,SoA,73,6.462097,664.64
CPU,SoA,74,6.227970,689.63
CPU,SoA,75,6.197929,692.97
CPU,SoA,76,6.222010,690.29
CPU,SoA,77,6.422043,668.79
CPU,SoA,78,31.466961,136.49
CPU,SoA,79,29.248953,146.84
CPU,SoA,80,7.091045,605.69
CPU,SoA,81,8.390903,511.86
CPU,SoA,82,6.237030,688.62
CPU,SoA,83,6.249189,687.28
CPU,SoA,84,6.625891,648.21
CPU,SoA,85,6.235123,688.83
CPU,SoA,86,6.217003,690.84
CPU,SoA,87,6.225824,689.86
CPU,SoA,88,6.204128,692.28
CPU,SoA,89,8.465052,507.38
CPU,SoA,90,6.371975,674.04
CPU,SoA,91,6.259918,686.11
CPU,SoA,92,6.242990,687.97
CPU,SoA,93,6.334782,678.00
CPU,SoA,94,6.286144,683.24
CPU,SoA,95,6.237984,688.52
CPU,SoA,96,6.247997,687.42
CPU,SoA,97,6.429911,667.97
CPU,SoA,98,7.840157,547.82
CPU,SoA,99,6.232977,689.07
CPU,AoSoA-2,0,12.132883,353.99
CPU,AoSoA-2,1,12.499094,343.62
CPU,AoSoA-2,2,12.223005,351.38
CPU,AoSoA-2,3,13.870955,309.64
CPU,AoSoA-2,4,12.450933,344.95
CPU,AoSoA-2,5,12.341022,348.02
CPU,AoSoA-2,6,12.153149,353.40
CPU,AoSoA-2,7,15.202999,282.51
CPU,AoSoA-2,8,12.117863,354.43
CPU,AoSoA-2,9,12.187004,352.42
CPU,AoSoA-2,10,12.152910,353.41
CPU,AoSoA-2,11,12.109995,354.66
CPU,AoSoA-2,12,12.116194,354.48
CPU,AoSoA-2,13,14.099836,304.61
CPU,AoSoA-2,14,12.160063,353.20
CPU,AoSoA-2,15,12.110949,354.64
CPU,AoSoA-2,16,12.976170,330.99
CPU,AoSoA-2,17,12.944937,331.79
CPU,AoSoA-2,18,12.096882,355.05
CPU,AoSoA-2,19,12.097120,355.04
CPU,AoSoA-2,20,12.204885,351.91
CPU,AoSoA-2,21,12.184143,352.50
CPU,AoSoA-2,22,15.347958,279.84
CPU,AoSoA-2,23,12.121916,354.31
CPU,AoSoA-2,24,12.072086,355.78
CPU,AoSoA-2,25,13.210058,325.13
CPU,AoSoA-2,26,12.166977,353.00
CPU,AoSoA-2,27,12.460947,344.67
CPU,AoSoA-2,28,12.117147,354.45
CPU,AoSoA-2,29,12.189865,352.34
CPU,AoSoA-2,30,12.119055,354.40
CPU,AoSoA-2,31,14.380932,298.66
CPU,AoSoA-2,32,12.085199,355.39
CPU,AoSoA-2,33,12.066841,355.93
CPU,AoSoA-2,34,12.067080,355.92
CPU,AoSoA-2,35,12.526989,342.86
CPU,AoSoA-2,36,12.555122,342.09
CPU,AoSoA-2,37,13.592958,315.97
CPU,AoSoA-2,38,12.069941,355.84
CPU,AoSoA-2,39,12.065887,355.96
CPU,AoSoA-2,40,15.156031,283.38
CPU,AoSoA-2,41,12.144089,353.67
CPU,AoSoA-2,42,12.051105,356.40
CPU,AoSoA-2,43,12.841940,334.45
CPU,AoSoA-2,44,13.866901,309.73
CPU,AoSoA-2,45,12.313128,348.81
CPU,AoSoA-2,46,12.862921,333.90
CPU,AoSoA-2,47,12.505054,343.46
CPU,AoSoA-2,48,13.067007,328.69
CPU,AoSoA-2,49,12.067080,355.92
CPU,AoSoA-2,50,13.789892,311.46
CPU,AoSoA-2,51,12.079954,355.54
CPU,AoSoA-2,52,12.055159,356.28
CPU,AoSoA-2,53,13.261795,323.86
CPU,AoSoA-2,54,13.116121,327.46
CPU,AoSoA-2,55,12.091875,355.19
CPU,AoSoA-2,56,12.129068,354.11
CPU,AoSoA-2,57,12.094975,355.10
CPU,AoSoA-2,58,12.780190,336.06
CPU,AoSoA-2,59,14.941931,287.44
CPU,AoSoA-2,60,13.237000,324.47
CPU,AoSoA-2,61,12.047052,356.52
CPU,AoSoA-2,62,13.755798,312.23
CPU,AoSoA-2,63,12.735128,337.25
CPU,AoSoA-2,64,12.320995,348.59
CPU,AoSoA-2,65,12.089968,355.25
CPU,AoSoA-2,66,12.288094,349.52
CPU,AoSoA-2,67,12.112856,354.58
CPU,AoSoA-2,68,14.011145,306.54
CPU,AoSoA-2,69,12.131929,354.02
CPU,AoSoA-2,70,12.058973,356.16
CPU,AoSoA-2,71,12.089968,355.25
CPU,AoSoA-2,72,14.240026,301.61
CPU,AoSoA-2,73,12.072086,355.78
CPU,AoSoA-2,74,13.082981,328.29
CPU,AoSoA-2,75,12.057066,356.22
CPU,AoSoA-2,76,12.055874,356.26
CPU,AoSoA-2,77,15.197039,282.62
CPU,AoSoA-2,78,12.029886,357.02
CPU,AoSoA-2,79,12.771130,336.30
CPU,AoSoA-2,80,12.090921,355.22
CPU,AoSoA-2,81,14.940977,287.46
CPU,AoSoA-2,82,12.120962,354.34
CPU,AoSoA-2,83,12.830019,334.76
CPU,AoSoA-2,84,12.080193,355.54
CPU,AoSoA-2,85,12.094975,355.10
CPU,AoSoA-2,86,12.597799,340.93
CPU,AoSoA-2,87,12.894154,333.09
CPU,AoSoA-2,88,12.063980,356.02
CPU,AoSoA-2,89,12.094021,355.13
CPU,AoSoA-2,90,12.070894,355.81
CPU,AoSoA-2,91,13.849020,310.13
CPU,AoSoA-2,92,12.072086,355.78
CPU,AoSoA-2,93,12.096882,355.05
CPU,AoSoA-2,94,12.132168,354.01
CPU,AoSoA-2,95,12.095928,355.08
CPU,AoSoA-2,96,15.367985,279.47
CPU,AoSoA-2,97,12.113094,354.57
CPU,AoSoA-2,98,12.094975,355.10
CPU,AoSoA-2,99,12.821913,334.97
CPU,AoSoA-4,0,12.396097,346.48
CPU,AoSoA-4,1,13.493061,318.31
CPU,AoSoA-4,2,12.120962,354.34
CPU,AoSoA-4,3,12.084007,355.43
CPU,AoSoA-4,4,12.368917,347.24
CPU,AoSoA-4,5,12.598991,340.90
CPU,AoSoA-4,6,12.422085,345.75
CPU,AoSoA-4,7,12.094021,355.13
CPU,AoSoA-4,8,12.097836,355.02
CPU,AoSoA-4,9,12.089968,355.25
CPU,AoSoA-4,10,15.272141,281.23
CPU,AoSoA-4,11,14.077902,305.09
CPU,AoSoA-4,12,12.062073,356.07
CPU,AoSoA-4,13,12.593985,341.03
CPU,AoSoA-4,14,12.120008,354.37
CPU,AoSoA-4,15,13.113976,327.51
CPU,AoSoA-4,16,12.110949,354.64
CPU,AoSoA-4,17,12.617826,340.39
CPU,AoSoA-4,18,12.131214,354.04
CPU,AoSoA-4,19,12.079954,355.54
CPU,AoSoA-4,20,13.971090,307.42
CPU,AoSoA-4,21,12.077808,355.61
CPU,AoSoA-4,22,12.453079,344.89
CPU,AoSoA-4,23,12.205124,351.90
CPU,AoSoA-4,24,12.963772,331.31
CPU,AoSoA-4,25,12.684107,338.61
CPU,AoSoA-4,26,12.108088,354.72
CPU,AoSoA-4,27,12.079000,355.57
CPU,AoSoA-4,28,14.251947,301.36
CPU,AoSoA-4,29,12.062073,356.07
CPU,AoSoA-4,30,12.362003,347.43
CPU,AoSoA-4,31,12.280941,349.73
CPU,AoSoA-4,32,12.073994,355.72
CPU,AoSoA-4,33,14.065027,305.37
CPU,AoSoA-4,34,12.073040,355.75
CPU,AoSoA-4,35,13.963938,307.58
CPU,AoSoA-4,36,12.164116,353.09
CPU,AoSoA-4,37,12.090921,355.22
CPU,AoSoA-4,38,12.632847,339.98
CPU,AoSoA-4,39,13.440132,319.56
CPU,AoSoA-4,40,12.093067,355.16
CPU,AoSoA-4,41,12.065887,355.96
CPU,AoSoA-4,42,12.084007,355.43
CPU,AoSoA-4,43,13.324022,322.35
CPU,AoSoA-4,44,12.080908,355.52
CPU,AoSoA-4,45,12.099028,354.98
CPU,AoSoA-4,46,12.120008,354.37
CPU,AoSoA-4,47,15.830040,271.32
CPU,AoSoA-4,48,12.123108,354.28
CPU,AoSoA-4,49,12.856960,334.06
CPU,AoSoA-4,50,12.137890,353.85
CPU,AoSoA-4,51,12.094975,355.10
CPU,AoSoA-4,52,13.478041,318.66
CPU,AoSoA-4,53,12.095928,355.08
CPU,AoSoA-4,54,12.916088,332.53
CPU,AoSoA-4,55,12.099981,354.96
CPU,AoSoA-4,56,12.113094,354.57
CPU,AoSoA-4,57,14.255047,301.29
CPU,AoSoA-4,58,12.975931,330.99
CPU,AoSoA-4,59,12.089014,355.28
CPU,AoSoA-4,60,12.140989,353.76
CPU,AoSoA-4,61,12.121916,354.31
CPU,AoSoA-4,62,12.623072,340.25
CPU,AoSoA-4,63,12.088060,355.31
CPU,AoSoA-4,64,12.069941,355.84
CPU,AoSoA-4,65,12.098074,355.01
CPU,AoSoA-4,66,13.651848,314.61
CPU,AoSoA-4,67,12.087107,355.33
CPU,AoSoA-4,68,12.490988,343.85
CPU,AoSoA-4,69,12.129068,354.11
CPU,AoSoA-4,70,12.784958,335.94
CPU,AoSoA-4,71,12.135029,353.93
CPU,AoSoA-4,72,12.370825,347.19
CPU,AoSoA-4,73,12.083054,355.45
CPU,AoSoA-4,74,12.097120,355.04
CPU,AoSoA-4,75,15.363932,279.55
CPU,AoSoA-4,76,12.115955,354.49
CPU,AoSoA-4,77,12.114048,354.54
CPU,AoSoA-4,78,12.392044,346.59
CPU,AoSoA-4,79,15.520096,276.74
CPU,AoSoA-4,80,15.415907,278.61
CPU,AoSoA-4,81,14.251947,301.36
CPU,AoSoA-4,82,12.171030,352.88
CPU,AoSoA-4,83,15.412092,278.68
CPU,AoSoA-4,84,12.061834,356.08
CPU,AoSoA-4,85,12.089014,355.28
CPU,AoSoA-4,86,12.367010,347.29
CPU,AoSoA-4,87,12.175083,352.77
CPU,AoSoA-4,88,12.101889,354.90
CPU,AoSoA-4,89,12.434006,345.42
CPU,AoSoA-4,90,14.014959,306.46
CPU,AoSoA-4,91,12.446165,345.08
CPU,AoSoA-4,92,14.410019,298.05
CPU,AoSoA-4,93,12.917995,332.48
CPU,AoSoA-4,94,15.116930,284.12
CPU,AoSoA-4,95,12.316942,348.70
CPU,AoSoA-4,96,12.194157,352.22
CPU,AoSoA-4,97,13.334990,322.08
CPU,AoSoA-4,98,12.346983,347.86
CPU,AoSoA-4,99,12.928009,332.22
CPU,AoSoA-8,0,13.932943,308.26
CPU,AoSoA-8,1,30.117989,142.60
CPU,AoSoA-8,2,16.620874,258.41
CPU,AoSoA-8,3,32.773972,131.05
CPU,AoSoA-8,4,14.731169,291.56
CPU,AoSoA-8,5,15.085936,284.70
CPU,AoSoA-8,6,12.826920,334.84
CPU,AoSoA-8,7,12.354136,347.65
CPU,AoSoA-8,8,12.231827,351.13
CPU,AoSoA-8,9,12.245178,350.75
CPU,AoSoA-8,10,13.394833,320.64
CPU,AoSoA-8,11,12.094021,355.13
CPU,AoSoA-8,12,12.108088,354.72
CPU,AoSoA-8,13,12.089968,355.25
CPU,AoSoA-8,14,12.594938,341.01
CPU,AoSoA-8,15,12.123108,354.28
CPU,AoSoA-8,16,12.123823,354.26
CPU,AoSoA-8,17,12.431145,345.50
CPU,AoSoA-8,18,14.807940,290.04
CPU,AoSoA-8,19,12.061119,356.10
CPU,AoSoA-8,20,12.307882,348.96
CPU,AoSoA-8,21,12.110949,354.64
CPU,AoSoA-8,22,12.119055,354.40
CPU,AoSoA-8,23,12.465000,344.56
CPU,AoSoA-8,24,12.087107,355.33
CPU,AoSoA-8,25,12.399912,346.37
CPU,AoSoA-8,26,14.314175,300.05
CPU,AoSoA-8,27,12.083769,355.43
CPU,AoSoA-8,28,13.174057,326.02
CPU,AoSoA-8,29,12.964010,331.30
CPU,AoSoA-8,30,12.072086,355.78
CPU,AoSoA-8,31,12.392044,346.59
CPU,AoSoA-8,32,12.096882,355.05
CPU,AoSoA-8,33,12.341022,348.02
CPU,AoSoA-8,34,12.130976,354.05
CPU,AoSoA-8,35,13.655186,314.53
CPU,AoSoA-8,36,12.906790,332.77
CPU,AoSoA-8,37,12.667894,339.04
CPU,AoSoA-8,38,12.105942,354.78
CPU,AoSoA-8,39,12.295961,349.30
CPU,AoSoA-8,40,12.092113,355.19
CPU,AoSoA-8,41,13.219118,324.91
CPU,AoSoA-8,42,12.096882,355.05
CPU,AoSoA-8,43,12.101889,354.90
CPU,AoSoA-8,44,12.161016,353.18
CPU,AoSoA-8,45,12.685061,338.58
CPU,AoSoA-8,46,14.137030,303.81
CPU,AoSoA-8,47,12.094975,355.10
CPU,AoSoA-8,48,12.109995,354.66
CPU,AoSoA-8,49,12.243986,350.78
CPU,AoSoA-8,50,12.315035,348.76
CPU,AoSoA-8,51,12.346029,347.88
CPU,AoSoA-8,52,12.115955,354.49
CPU,AoSoA-8,53,12.716055,337.76
CPU,AoSoA-8,54,14.023066,306.28
CPU,AoSoA-8,55,12.107849,354.73
CPU,AoSoA-8,56,12.901068,332.92
CPU,AoSoA-8,57,12.835026,334.63
CPU,AoSoA-8,58,12.158871,353.24
CPU,AoSoA-8,59,12.096167,355.07
CPU,AoSoA-8,60,12.089014,355.28
CPU,AoSoA-8,61,14.010906,306.54
CPU,AoSoA-8,62,12.214899,351.62
CPU,AoSoA-8,63,12.126923,354.17
CPU,AoSoA-8,64,12.609959,340.60
CPU,AoSoA-8,65,14.390945,298.45
CPU,AoSoA-8,66,12.093067,355.16
CPU,AoSoA-8,67,12.512922,343.24
CPU,AoSoA-8,68,12.163162,353.11
CPU,AoSoA-8,69,12.747049,336.94
CPU,AoSoA-8,70,12.106895,354.75
CPU,AoSoA-8,71,12.404919,346.23
CPU,AoSoA-8,72,12.545109,342.36
CPU,AoSoA-8,73,13.922930,308.48
CPU,AoSoA-8,74,12.095928,355.08
CPU,AoSoA-8,75,12.906075,332.79
CPU,AoSoA-8,76,12.833118,334.68
CPU,AoSoA-8,77,13.257027,323.98
CPU,AoSoA-8,78,12.725830,337.50
CPU,AoSoA-8,79,12.128115,354.13
CPU,AoSoA-8,80,12.097836,355.02
CPU,AoSoA-8,81,12.131929,354.02
CPU,AoSoA-8,82,12.398005,346.42
CPU,AoSoA-8,83,12.603998,340.76
CPU,AoSoA-8,84,14.446020,297.31
CPU,AoSoA-8,85,13.347864,321.77
CPU,AoSoA-8,86,12.187004,352.42
CPU,AoSoA-8,87,12.900114,332.94
CPU,AoSoA-8,88,12.108088,354.72
CPU,AoSoA-8,89,12.079954,355.54
CPU,AoSoA-8,90,12.102842,354.87
CPU,AoSoA-8,91,12.139082,353.81
CPU,AoSoA-8,92,13.943911,308.02
CPU,AoSoA-8,93,12.660027,339.25
CPU,AoSoA-8,94,12.632132,340.00
CPU,AoSoA-8,95,12.563944,341.85
CPU,AoSoA-8,96,12.068033,355.90
CPU,AoSoA-8,97,12.394905,346.51
CPU,AoSoA-8,98,12.140989,353.76
CPU,AoSoA-8,99,12.712002,337.87
CPU,AoSoA-16,0,9.914160,433.22
CPU,AoSoA-16,1,9.120941,470.89
CPU,AoSoA-16,2,9.303093,461.67
CPU,AoSoA-16,3,9.104013,471.77
CPU,AoSoA-16,4,9.351015,459.30
CPU,AoSoA-16,5,9.110928,471.41
CPU,AoSoA-16,6,9.564877,449.04
CPU,AoSoA-16,7,9.142160,469.80
CPU,AoSoA-16,8,9.105921,471.67
CPU,AoSoA-16,9,9.160995,468.83
CPU,AoSoA-16,10,11.468887,374.49
CPU,AoSoA-16,11,9.127140,470.57
CPU,AoSoA-16,12,11.334896,378.92
CPU,AoSoA-16,13,9.155989,469.09
CPU,AoSoA-16,14,9.571075,448.74
CPU,AoSoA-16,15,9.122133,470.83
CPU,AoSoA-16,16,9.995937,429.67
CPU,AoSoA-16,17,9.100914,471.93
CPU,AoSoA-16,18,9.136915,470.07
CPU,AoSoA-16,19,9.154081,469.19
CPU,AoSoA-16,20,9.143114,469.75
CPU,AoSoA-16,21,9.111881,471.36
CPU,AoSoA-16,22,9.427071,455.60
CPU,AoSoA-16,23,10.274887,418.01
CPU,AoSoA-16,24,9.085178,472.74
CPU,AoSoA-16,25,10.468960,410.26
CPU,AoSoA-16,26,9.103060,471.82
CPU,AoSoA-16,27,9.315968,461.03
CPU,AoSoA-16,28,9.101868,471.88
CPU,AoSoA-16,29,9.562969,449.12
CPU,AoSoA-16,30,9.080172,473.01
CPU,AoSoA-16,31,9.144068,469.70
CPU,AoSoA-16,32,9.098768,472.04
CPU,AoSoA-16,33,9.133101,470.26
CPU,AoSoA-16,34,10.005951,429.24
CPU,AoSoA-16,35,9.535074,450.44
CPU,AoSoA-16,36,9.083986,472.81
CPU,AoSoA-16,37,9.083986,472.81
CPU,AoSoA-16,38,10.190964,421.45
CPU,AoSoA-16,39,9.101152,471.91
CPU,AoSoA-16,40,9.320974,460.79
CPU,AoSoA-16,41,9.044886,474.85
CPU,AoSoA-16,42,9.278059,462.92
CPU,AoSoA-16,43,9.086132,472.69
CPU,AoSoA-16,44,9.145975,469.60
CPU,AoSoA-16,45,9.135962,470.12
CPU,AoSoA-16,46,9.110928,471.41
CPU,AoSoA-16,47,9.673119,444.01
CPU,AoSoA-16,48,9.276867,462.98
CPU,AoSoA-16,49,9.064198,473.84
CPU,AoSoA-16,50,9.074926,473.28
CPU,AoSoA-16,51,10.066032,426.68
CPU,AoSoA-16,52,9.083033,472.86
CPU,AoSoA-16,53,9.290934,462.28
CPU,AoSoA-16,54,9.163857,468.69
CPU,AoSoA-16,55,9.313107,461.17
CPU,AoSoA-16,56,9.133101,470.26
CPU,AoSoA-16,57,9.114981,471.20
CPU,AoSoA-16,58,9.142876,469.76
CPU,AoSoA-16,59,9.151936,469.30
CPU,AoSoA-16,60,9.126186,470.62
CPU,AoSoA-16,61,9.676933,443.84
CPU,AoSoA-16,62,9.891033,434.23
CPU,AoSoA-16,63,11.777878,364.66
CPU,AoSoA-16,64,9.114027,471.25
CPU,AoSoA-16,65,10.070086,426.51
CPU,AoSoA-16,66,10.119915,424.41
CPU,AoSoA-16,67,9.078026,473.12
CPU,AoSoA-16,68,9.693146,443.09
CPU,AoSoA-16,69,9.073973,473.33
CPU,AoSoA-16,70,9.105921,471.67
CPU,AoSoA-16,71,9.249926,464.32
CPU,AoSoA-16,72,9.077072,473.17
CPU,AoSoA-16,73,10.027885,428.30
CPU,AoSoA-16,74,9.349108,459.40
CPU,AoSoA-16,75,9.798050,438.35
CPU,AoSoA-16,76,10.923862,393.17
CPU,AoSoA-16,77,9.099007,472.03
CPU,AoSoA-16,78,10.131121,423.94
CPU,AoSoA-16,79,9.145021,469.65
CPU,AoSoA-16,80,9.110928,471.41
CPU,AoSoA-16,81,9.122133,470.83
CPU,AoSoA-16,82,10.813951,397.17
CPU,AoSoA-16,83,9.073973,473.33
CPU,AoSoA-16,84,9.073973,473.33
CPU,AoSoA-16,85,11.231899,382.39
CPU,AoSoA-16,86,9.117126,471.09
CPU,AoSoA-16,87,9.064913,473.80
CPU,AoSoA-16,88,11.337042,378.84
CPU,AoSoA-16,89,9.119987,470.94
CPU,AoSoA-16,90,10.950089,392.23
CPU,AoSoA-16,91,9.081841,472.92
CPU,AoSoA-16,92,9.844065,436.30
CPU,AoSoA-16,93,9.140968,469.86
CPU,AoSoA-16,94,9.148121,469.49
CPU,AoSoA-16,95,9.118080,471.04
CPU,AoSoA-16,96,9.082794,472.87
CPU,AoSoA-16,97,9.070158,473.53
CPU,AoSoA-16,98,10.086060,425.83
CPU,AoSoA-16,99,9.117842,471.05
CPU,AoSoA-32,0,7.731915,555.49
CPU,AoSoA-32,1,7.776022,552.33
CPU,AoSoA-32,2,7.736921,555.13
CPU,AoSoA-32,3,7.747173,554.39
CPU,AoSoA-32,4,7.723808,556.07
CPU,AoSoA-32,5,7.738113,555.04
CPU,AoSoA-32,6,7.750034,554.19
CPU,AoSoA-32,7,9.766817,439.75
CPU,AoSoA-32,8,7.749081,554.26
CPU,AoSoA-32,9,9.185076,467.60
CPU,AoSoA-32,10,7.719994,556.34
CPU,AoSoA-32,11,11.003971,390.31
CPU,AoSoA-32,12,8.312941,516.66
CPU,AoSoA-32,13,7.770061,552.76
CPU,AoSoA-32,14,7.771969,552.62
CPU,AoSoA-32,15,7.735014,555.26
CPU,AoSoA-32,16,7.745981,554.48
CPU,AoSoA-32,17,7.739067,554.97
CPU,AoSoA-32,18,7.755041,553.83
CPU,AoSoA-32,19,7.730961,555.55
CPU,AoSoA-32,20,7.725000,555.98
CPU,AoSoA-32,21,8.521080,504.04
CPU,AoSoA-32,22,7.726908,555.85
CPU,AoSoA-32,23,7.738113,555.04
CPU,AoSoA-32,24,7.752895,553.98
CPU,AoSoA-32,25,7.728100,555.76
CPU,AoSoA-32,26,11.042833,388.94
CPU,AoSoA-32,27,7.745981,554.48
CPU,AoSoA-32,28,7.748842,554.27
CPU,AoSoA-32,29,7.739067,554.97
CPU,AoSoA-32,30,7.747889,554.34
CPU,AoSoA-32,31,7.735014,555.26
CPU,AoSoA-32,32,7.749081,554.26
CPU,AoSoA-32,33,7.741928,554.77
CPU,AoSoA-32,34,7.732153,555.47
CPU,AoSoA-32,35,7.750988,554.12
CPU,AoSoA-32,36,8.605003,499.12
CPU,AoSoA-32,37,7.762909,553.27
CPU,AoSoA-32,38,7.739067,554.97
CPU,AoSoA-32,39,7.756948,553.69
CPU,AoSoA-32,40,7.714033,556.77
CPU,AoSoA-32,41,11.094093,387.14
