variant,N,TB,SB,MT,threads,med_time_ms,std_time_ms,p5_time_ms,p95_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw,status
locbuf_blk_mt,16384,64,256,4,288,18.2199,2.4852,18.0972,21.4732,51.8,117.9,119.2,23.8,PASS
blk_aligned_mt,16384,64,256,8,288,18.3575,1.2218,18.2395,21.8443,93.3,117.0,117.9,23.7,PASS
rm_blk_nd,16384,64,256,8,288,18.4259,0.4891,18.2839,19.7815,104.1,116.5,118.0,23.6,PASS
blk_aligned_mt,16384,64,8,8,288,18.4915,3.1751,18.3110,21.7643,49.6,116.1,117.5,23.5,PASS
blk_aligned_mt,16384,64,8,4,288,18.8106,3.0210,18.4025,21.1579,44.7,114.2,117.3,23.1,PASS
blk_aligned_c2,16384,64,8,8,288,19.0600,2.8277,18.3980,22.5886,53.0,112.7,117.3,22.8,PASS
blk_aligned_mt,16384,64,256,16,288,19.0800,3.1198,18.7717,21.3577,43.4,112.6,114.6,22.8,PASS
blk_aligned_mt_nd,16384,64,256,4,288,19.1025,1.6033,18.9316,23.5963,85.7,112.4,116.5,22.7,PASS
blk_aligned_nd,16384,64,256,8,288,19.3053,2.8943,18.8947,23.0085,47.5,111.2,116.8,22.5,PASS
locbuf_blk_mt_nd,16384,64,256,8,288,19.3375,1.4330,19.1297,23.9681,86.6,111.1,113.0,22.5,PASS
blk_aligned_mt_nd,16384,64,256,8,288,19.6556,3.5782,19.5346,24.1675,40.6,109.3,110.2,22.1,PASS
blk_aligned_mt_nd,16384,64,256,32,288,19.7275,1.3802,19.4095,23.3935,83.7,108.9,112.3,22.0,PASS
blk_aligned_mt_nd,16384,64,256,16,288,19.8435,1.1038,19.5177,22.8799,88.0,108.2,111.3,21.9,PASS
locbuf_blk_mt_nd,16384,64,256,4,288,19.8907,1.6341,19.6616,24.5606,83.7,108.0,109.7,21.8,PASS
blk_aligned_mt_c2,16384,64,8,8,288,20.0185,3.5059,19.8698,20.3456,38.9,107.3,108.8,21.7,PASS
blk_aligned_mt,16384,64,512,32,288,20.1174,1.9644,20.0108,25.5806,79.2,106.7,107.5,21.6,PASS
locbuf_blk_mt,16384,64,512,8,288,20.2496,1.8542,20.0301,25.2527,80.6,106.1,107.7,21.4,PASS
rm_blk_mt_nd,16384,64,512,4,288,20.4725,0.2404,20.0678,20.7517,99.8,104.9,107.5,21.2,PASS
blk_aligned_nd,16384,64,512,8,288,20.7521,1.7921,20.6827,25.8256,80.7,103.5,104.2,20.9,PASS
rm_blk_mt_nd,16384,64,512,16,288,21.2300,0.9061,20.7593,23.5375,90.2,101.2,103.9,20.5,PASS
rm_blk,16384,64,256,8,288,21.5890,0.4698,21.4366,23.0510,91.1,99.5,100.3,20.1,PASS
blk_aligned,16384,64,256,8,288,21.7235,1.1887,21.5267,25.3566,83.3,98.9,99.9,20.0,PASS
locbuf_blk_mt_nd,16384,64,512,8,288,21.8250,1.2444,21.6167,25.5040,81.0,98.4,99.9,19.9,PASS
blk_aligned_mt_nd,16384,64,512,4,288,21.8455,1.2930,21.6832,25.4401,81.8,98.3,99.6,19.9,PASS
rm_blk_mt,16384,64,512,16,288,22.0985,2.2362,22.0088,28.0511,72.4,97.2,97.7,19.6,PASS
blk_aligned_mt,16384,64,256,32,288,23.2530,1.2096,22.8764,26.5596,76.3,92.4,94.0,18.7,PASS
rm_blk_mt,16384,64,512,4,288,23.9400,2.0155,23.5683,29.4002,70.8,89.7,91.7,18.1,PASS
blk_aligned_mt_nd,16384,64,512,32,288,23.9686,1.8972,23.6816,28.9027,72.6,89.6,91.1,18.1,PASS
locbuf_blk_mt_nd,16384,64,512,4,288,24.1996,1.3054,23.9877,28.0129,75.4,88.7,90.5,17.9,PASS
rm_blk_mt,16384,64,256,32,288,24.4336,1.9046,24.2709,29.4894,69.8,87.9,88.7,17.8,PASS
rm_blk_mt_nd,16384,64,512,32,288,24.7999,1.2290,24.2834,27.9583,76.0,86.6,89.9,17.5,PASS
rm_blk_mt,16384,64,256,8,288,25.1845,1.0683,24.9390,27.8259,72.4,85.3,86.3,17.2,PASS
locbuf_blk_mt,16384,64,512,4,288,25.1976,0.9987,24.8463,27.4582,72.2,85.2,87.3,17.2,PASS
locbuf_blk_mt_nd,16384,64,256,16,288,25.3340,1.6881,25.1371,29.7837,71.7,84.8,86.4,17.1,PASS
locbuf_blk_mt_nd,16384,64,512,16,288,25.3396,1.6126,24.9271,29.5260,70.3,84.7,87.0,17.1,PASS
blk_aligned_mt_nd,16384,64,512,8,288,25.4124,1.9984,25.1207,30.5539,69.2,84.5,85.8,17.1,PASS
rm_blk_mt,16384,64,512,8,288,25.5605,1.9361,24.9491,30.4824,69.3,84.0,86.4,17.0,PASS
blk_aligned_mt_nd,16384,64,512,16,288,25.8194,2.4996,25.4499,31.5332,54.7,83.2,85.1,16.8,PASS
rm_blk_mt,16384,64,256,4,288,26.0110,1.2861,25.6672,29.7242,70.8,82.6,84.3,16.7,PASS
locbuf_blk_mt,16384,64,512,16,288,26.7240,0.8813,26.2995,28.8421,72.9,80.4,82.0,16.2,PASS
rm_blk_nd,16384,64,512,8,288,28.6300,0.3273,28.3691,29.3467,71.8,75.0,76.1,15.2,PASS
rm_blk_mt,16384,64,512,32,288,29.2695,2.1458,28.9611,34.2961,61.4,73.4,74.5,14.8,PASS
rm_blk,16384,64,512,8,288,29.5730,2.3673,29.0387,35.2874,60.1,72.6,74.6,14.7,PASS
blk_naive,16384,64,64,8,288,35.3144,1.6189,33.5057,38.2614,53.5,60.8,68.6,12.3,PASS
blk_naive,16384,64,512,8,288,38.2955,0.4234,37.9994,39.1857,52.9,56.1,56.8,11.3,PASS
blk_naive,16384,64,256,8,288,39.8225,4.1253,39.5118,40.7280,27.7,53.9,54.7,10.9,PASS
blk_naive,16384,64,128,8,288,42.8338,6.0003,41.2615,45.4779,21.1,50.1,59.0,10.1,PASS
blk_naive_c2_nd,16384,64,16,8,288,45.3340,5.0665,44.1629,51.2901,27.4,47.4,49.0,9.6,PASS
naive_c2,16384,64,32,8,288,46.8614,2.2818,45.7258,51.8095,40.9,45.8,47.2,9.3,PASS
blk_naive_c2,16384,64,512,8,288,48.2816,5.8451,47.6177,49.2206,20.1,44.5,49.8,9.0,PASS
blk_naive_c2,16384,64,64,8,288,49.3234,3.5935,48.7537,49.8284,28.6,43.5,44.3,8.8,PASS
blk_naive_nd,16384,64,16,8,288,49.9980,3.6063,46.4947,53.5633,26.9,43.0,46.8,8.7,PASS
blk_naive_c2,16384,64,256,8,288,52.0015,2.1869,51.7573,53.9437,31.1,41.3,41.9,8.3,PASS
naive,16384,64,32,8,288,52.9226,2.6250,52.6720,53.5680,27.9,40.6,40.8,8.2,PASS
blk_naive_c2,16384,64,128,8,288,53.2074,0.5836,52.8061,53.8401,37.6,40.4,41.3,8.2,PASS
blk_naive_c2_nd,16384,64,8,8,288,54.8391,1.5506,52.9999,58.0169,36.6,39.2,40.9,7.9,PASS
blk_naive_nd,16384,64,8,8,288,57.2906,5.5556,54.4043,62.0819,19.8,37.5,40.0,7.6,PASS
blk_naive,16384,64,32,8,288,78.8180,0.7862,78.0579,80.0930,26.2,27.2,28.0,5.5,PASS
naive_c2_nd,16384,64,32,8,288,81.6890,10.9672,81.2536,83.9236,12.0,26.3,26.6,5.3,PASS
naive_nd,16384,64,32,8,288,82.1109,2.8032,81.7387,83.2608,20.1,26.2,26.4,5.3,PASS
blk_naive,16384,64,16,8,288,96.1850,4.2859,95.5979,97.9169,16.6,22.3,22.6,4.5,PASS
blk_naive_c2,16384,64,8,8,288,109.2985,7.7906,108.7259,110.7237,12.9,19.6,19.9,4.0,PASS
blk_naive_c2,16384,64,16,8,288,174.7426,9.0335,163.0952,188.2671,10.8,12.3,15.8,2.5,PASS
blk_naive_c2,16384,64,32,8,288,188.1959,15.9371,166.4674,213.1932,8.7,11.4,13.3,2.3,PASS
blk_naive,16384,64,8,8,288,403.8635,22.2236,368.4478,439.4665,4.7,5.3,6.1,1.1,PASS
